Stations_id;Stationsname;geogr. Breite;geogr. Laenge;Stationshoehe;Bundesland;
       1605;Genthin                                 ;   52.387511;   12.160174;           35;Sachsen-Anhalt                          ;
       1607;Georgensgmünd                           ;    49.19343;   11.026699;        343.5;Bayern                                  ;
       1608;Georgsdorf                              ;     52.5667;        7.05;           18;Niedersachsen                           ;
       1609;Georgsmarienhütte                       ;   52.194699;    8.059885;          133;Niedersachsen                           ;
       1610;Gera-Untermhaus                         ;   50.890968;   12.064095;          200;Thüringen                               ;
       1611;Gera-Langenberg                         ;   50.926264;   12.059895;          242;Thüringen                               ;
       1612;Gera-Leumnitz                           ;   50.881208;   12.128885;          311;Thüringen                               ;
       1613;Gera-Zwötzen                            ;   50.848773;   12.097091;          220;Thüringen                               ;
       1614;Gerabronn                               ;   49.251442;    9.933832;          474;Baden-Württemberg                       ;
       1615;Gerdshagen                              ;     53.2382;   12.186729;          100;Brandenburg                             ;
       1616;Germersheim                             ;   49.213641;    8.374057;          106;Rheinland-Pfalz                         ;
       1617;Gernrode                                ;   51.725866;   11.131721;          210;Sachsen-Anhalt                          ;
       1618;Gernrode-Sternhaus                      ;    51.69057;   11.136121;          412;Sachsen-Anhalt                          ;
       1619;Gernsheim                               ;   49.762199;    8.488697;           90;Hessen                                  ;
       1620;Geroda                                  ;     50.2833;         9.9;          465;Bayern                                  ;
       1621;Geroda-Platz                            ;   50.276625;    9.914623;          550;Bayern                                  ;
       1622;Geroldsgrün-Steinbach                   ;   50.349926;   11.588275;          646;Bayern                                  ;
       1624;Gersfeld-Dalherda                       ;     50.4167;      9.8333;          677;Hessen                                  ;
       1625;Gersheim                                ;   49.150346;    7.203427;          240;Saarland                                ;
       1626;Gerstetten                              ;   48.622615;   10.032124;          653;Baden-Württemberg                       ;
       1627;Gerstetten-Dettingen                    ;   48.599453;   10.131282;          561;Baden-Württemberg                       ;
       1628;Gersthofen                              ;       48.45;     10.8833;          455;Bayern                                  ;
       1629;Gerstungen                              ;   50.961548;   10.070992;          210;Thüringen                               ;
       1631;Gerwisch                                ;     52.1833;       11.75;           45;Sachsen-Anhalt                          ;
       1632;Gescher                                 ;   51.940826;     6.99285;           62;Nordrhein-Westfalen                     ;
       1633;Geseke-Eringerfeld                      ;    51.58287;    8.470727;          215;Nordrhein-Westfalen                     ;
       1634;Gessertshausen-Wollishausen             ;   48.324352;   10.706232;          483;Bayern                                  ;
       1635;Gibacht                                 ;     49.3333;     12.7833;          850;Bayern                                  ;
       1636;Giebelstadt                             ;   49.655596;    9.944926;          295;Bayern                                  ;
       1637;Gieboldehausen                          ;        51.6;     10.2167;          155;Niedersachsen                           ;
       1638;Gießen (Lahntal)                        ;   50.590984;    8.655107;          158;Hessen                                  ;
       1639;Gießen/Wettenberg                       ;   50.601715;    8.643898;        203.2;Hessen                                  ;
       1640;Gifhorn                                 ;     52.4833;       10.55;           51;Niedersachsen                           ;
       1641;Gifhorn-Kästorf                         ;     52.5322;     10.5172;         62.5;Niedersachsen                           ;
       1642;Gilching                                ;    48.10848;   11.278054;          550;Bayern                                  ;
       1643;Gillersheim                             ;    51.63507;   10.088781;          168;Niedersachsen                           ;
       1644;Gilmerdingen                            ;     53.0333;      9.7333;           77;Niedersachsen                           ;
       1645;Gilserberg-Moischeid                    ;   50.965565;    9.050014;          340;Hessen                                  ;
       1646;Gingst                                  ;    54.45757;    13.25513;            9;Mecklenburg-Vorpommern                  ;
       1647;Grund-Windhausen, Bad                   ;   51.790255;   10.219216;          231;Niedersachsen                           ;
       1648;Gladenbach                              ;   50.767144;    8.585392;          270;Hessen                                  ;
       1649;Gladigau                                ;   52.772149;   11.565236;           30;Sachsen-Anhalt                          ;
       1650;Henschtal                               ;   49.464808;    7.411082;          250;Rheinland-Pfalz                         ;
       1651;Glashütte                               ;   50.849887;   13.762944;          368;Sachsen                                 ;
       1652;Mistelgau-Hardt                         ;   49.901397;   11.430368;          419;Bayern                                  ;
       1653;Glashütten-Schloßborn                   ;        50.2;      8.3833;          368;Hessen                                  ;
       1654;Lausick, Bad-Glasten                    ;   51.159664;   12.700434;          182;Sachsen                                 ;
       1655;Glatten                                 ;       48.45;      8.5167;          506;Baden-Württemberg                       ;
       1656;Glauchau                                ;    50.81518;   12.524828;          235;Sachsen                                 ;
       1657;Glauzig                                 ;    51.65198;   11.987892;           81;Sachsen-Anhalt                          ;
       1658;Gleichen-Elbickerode                    ;   51.437593;   10.059588;          318;Niedersachsen                           ;
       1659;Gleichen-Reinhausen                     ;   51.469289;    9.978799;          185;Niedersachsen                           ;
       1660;Gleißenberg-Ried                        ;   49.306454;   12.738127;          419;Bayern                                  ;
       1661;Glindenberg                             ;   52.237811;   11.682428;           43;Sachsen-Anhalt                          ;
       1662;Glött                                   ;        48.5;     10.4833;          440;Bayern                                  ;
       1663;Baiern-Kleinrohrsdorf                   ;   47.995197;   11.915266;          552;Bayern                                  ;
       1664;Glottertal                              ;   48.047373;    7.942725;          326;Baden-Württemberg                       ;
       1665;Glücksburg-Holnis                       ;   54.866398;    9.597716;            5;Schleswig-Holstein                      ;
       1666;Glücksburg-Meierwik                     ;   54.827332;    9.505784;         11.7;Schleswig-Holstein                      ;
       1667;Glückstadt                              ;    53.79702;    9.429456;            1;Schleswig-Holstein                      ;
       1668;Gnarrenburg-Karlshöfen                  ;     53.3333;           9;            5;Niedersachsen                           ;
       1669;Borrentin-Wolkwitz                      ;   53.808029;   12.960697;           43;Mecklenburg-Vorpommern                  ;
       1671;Gnutz                                   ;   54.135283;    9.824889;           25;Schleswig-Holstein                      ;
       1673;Goch-Asperden                           ;   51.684939;    6.105289;           16;Nordrhein-Westfalen                     ;
       1674;Göggingen                               ;   48.862087;    9.886943;          490;Baden-Württemberg                       ;
       1677;Göhren, Kreis Mecklenburg-Strelitz      ;   53.420991;   13.564909;          110;Mecklenburg-Vorpommern                  ;
       1678;Göhren-Döhlen                           ;   50.714088;   12.016606;          300;Thüringen                               ;
       1679;Göllheim                                ;   49.594417;    8.042181;          243;Rheinland-Pfalz                         ;
       1680;Göppingen-Jebenhausen                   ;    48.68891;    9.634531;          368;Baden-Württemberg                       ;
       1681;Göppingen-Hohenstaufen                  ;     48.7401;    9.715768;          565;Baden-Württemberg                       ;
       1682;Görisried                               ;   47.703376;   10.513424;        818.5;Bayern                                  ;
       1683;Göritz                                  ;   53.405997;   13.908155;           37;Brandenburg                             ;
       1684;Görlitz                                 ;   51.162129;   14.950606;        238.5;Sachsen                                 ;
       1685;Görmin-Passow                           ;   53.990123;   13.247144;           19;Mecklenburg-Vorpommern                  ;
       1686;Görzke                                  ;   52.173024;   12.370324;           95;Brandenburg                             ;
       1687;Göschitz                                ;   50.627528;   11.868188;        407.5;Thüringen                               ;
       1688;Gößnitz                                 ;   50.888073;   12.438374;          243;Thüringen                               ;
       1689;Gößweinstein                            ;   49.765641;   11.306236;          441;Bayern                                  ;
       1690;Göttin                                  ;    52.36545;   12.551941;           45;Brandenburg                             ;
       1691;Göttingen                               ;   51.500248;    9.950659;        167.4;Niedersachsen                           ;
       1692;Göttingen-Esebeck                       ;   51.564477;    9.848018;          243;Niedersachsen                           ;
       1693;Dresden-Gohlis                          ;   51.089493;   13.632149;          107;Sachsen                                 ;
       1694;Goldberg                                ;   53.605834;   12.103404;           58;Mecklenburg-Vorpommern                  ;
       1695;Gollensdorf                             ;   52.958228;   11.547135;           21;Sachsen-Anhalt                          ;
       1696;Gollmitz                                ;        51.7;     13.8833;          116;Brandenburg                             ;
       1697;Golßen-Mahlsdorf                        ;   51.986073;   13.542234;           88;Brandenburg                             ;
       1698;Gomadingen                              ;   48.399637;    9.390618;          663;Baden-Württemberg                       ;
       1699;Gommern                                 ;   52.071431;    11.82271;           53;Sachsen-Anhalt                          ;
       1700;Gorden                                  ;   51.533408;   13.619049;          104;Brandenburg                             ;
       1701;Gorleben                                ;   53.046016;   11.360763;           21;Niedersachsen                           ;
       1702;Gornhausen                              ;   49.858565;    7.042348;          480;Rheinland-Pfalz                         ;
       1703;Goseck                                  ;   51.197931;   11.867119;          160;Sachsen-Anhalt                          ;
       1704;Goslar                                  ;    51.91804;   10.437024;          266;Niedersachsen                           ;
       1705;Gossa                                   ;   51.669282;   12.441223;           98;Sachsen-Anhalt                          ;
       1706;Goßwitz                                 ;   50.635693;   11.473888;          410;Thüringen                               ;
       1708;Gotha-Sundhausen                        ;   50.933125;   10.670037;          321;Thüringen                               ;
       1709;Gottleuba, Bad                          ;     50.8496;     13.9392;          360;Sachsen                                 ;
       1710;Gottleuba, Bad (TS)                     ;    50.83709;   13.934319;          430;Sachsen                                 ;
       1711;Gottmadingen                            ;   47.734411;    8.793207;          438;Baden-Württemberg                       ;
       1712;Gotzing                                 ;     47.8167;        11.8;          700;Bayern                                  ;
       1714;Graal-Müritz, Seeheilbad                ;   54.247477;   12.237653;            2;Mecklenburg-Vorpommern                  ;
       1715;Weinbergen-Grabe                        ;    51.22592;   10.542018;          200;Thüringen                               ;
       1716;Graben-Neudorf                          ;   49.147784;    8.468739;          109;Baden-Württemberg                       ;
       1717;Grabow (Kläranlage Fahlenkamp)          ;   53.265138;   11.504213;           28;Mecklenburg-Vorpommern                  ;
       1718;Grabow-Ziegelsdorf                      ;    52.26441;   11.980382;           62;Sachsen-Anhalt                          ;
       1719;Grabowhöfe                              ;   53.569866;   12.601457;           70;Mecklenburg-Vorpommern                  ;
       1720;Gräfenberg                              ;   49.648104;   11.245037;          477;Bayern                                  ;
       1721;Gräfenberg-Kasberg                      ;    49.66399;   11.223886;        505.5;Bayern                                  ;
       1722;Gräfenberg-Rangen                       ;   49.668602;   11.201943;          492;Bayern                                  ;
       1723;Gräfenroda                              ;    50.75018;   10.803954;          424;Thüringen                               ;
       1724;Tonna-Gräfentonna                       ;   51.087037;    10.73789;          196;Thüringen                               ;
       1725;Gräfenwarth (Sperrmauer)                ;   50.525507;   11.716853;          412;Thüringen                               ;
       1726;Ilmenau-Gräfinau-Angstedt               ;   50.704089;   11.018206;          408;Thüringen                               ;
       1727;Grafenhausen/Hochschwarzwald            ;   47.775819;    8.247638;          948;Baden-Württemberg                       ;
       1728;Grafenwöhr                              ;   49.717501;    11.89994;          411;Bayern                                  ;
       1729;Grafenwöhr-Bruckendorfgmünd             ;   49.699324;   11.959402;          404;Bayern                                  ;
       1730;Grafling                                ;   48.896022;   12.976272;        447.5;Bayern                                  ;
       1731;Grafling-Mühlen                         ;   48.948824;   12.977314;          589;Bayern                                  ;
       1732;Grafrath-Unteralting                    ;   48.117978;    11.16507;          555;Bayern                                  ;
       1733;Grainau                                 ;   47.470851;   11.018099;          760;Bayern                                  ;
       1734;Grainau-Eibsee                          ;    47.45615;   10.993872;         1008;Bayern                                  ;
       1735;Grainet-Rehberg                         ;    48.78935;   13.629026;          628;Bayern                                  ;
       1736;Grambek                                 ;   53.573115;   10.679686;           27;Schleswig-Holstein                      ;
       1737;Grambow                                 ;      53.416;   14.331988;           39;Mecklenburg-Vorpommern                  ;
       1738;Gramzow                                 ;   53.214919;   14.010644;           60;Brandenburg                             ;
       1740;Gransee                                 ;   53.005735;   13.164982;           54;Brandenburg                             ;
       1741;Granzin                                 ;   53.503168;   11.938163;           65;Mecklenburg-Vorpommern                  ;
       1742;Grasellenbach-Hammelbach                ;   49.638662;    8.836065;          447;Hessen                                  ;
       1743;Graupa                                  ;   50.999872;   13.927916;          183;Sachsen                                 ;
       1744;Spremberg-Graustein                     ;   51.571768;   14.476326;        138.5;Brandenburg                             ;
       1745;Grebenau                                ;    50.74097;    9.471684;          264;Hessen                                  ;
       1746;Grebenau-Reimenrod                      ;     50.7431;     9.41905;          333;Hessen                                  ;
       1747;Grebenhain                              ;   50.487607;    9.332196;          435;Hessen                                  ;
       1748;Grebenhain-Herchenhain                  ;   50.478799;    9.262017;          608;Hessen                                  ;
       1749;Grebenhain-Ilbeshausen-Hochwaldhausen   ;   50.515386;    9.312767;          475;Hessen                                  ;
       1750;Grebenstein                             ;   51.451068;    9.413796;          190;Hessen                                  ;
       1751;Greding                                 ;   49.036775;   11.363329;          388;Bayern                                  ;
       1753;Greding-Österberg                       ;   49.098968;   11.339231;          562;Bayern                                  ;
       1754;Greifenstein                            ;   50.621431;    8.292482;          430;Hessen                                  ;
       1755;Greifenstein-Allendorf                  ;   50.572985;     8.29376;          197;Hessen                                  ;
       1756;Greiffenberg                            ;     53.0833;     13.9667;           40;Brandenburg                             ;
       1757;Greifswald                              ;   54.096704;   13.405565;            2;Mecklenburg-Vorpommern                  ;
       1759;Greifswalder Oie                        ;    54.24373;   13.910203;           12;Mecklenburg-Vorpommern                  ;
       1760;Greimerath                              ;   49.560299;    6.682901;          450;Rheinland-Pfalz                         ;
       1762;Greiz-Dölau                             ;   50.624899;   12.177683;          270;Thüringen                               ;
       1763;Greiz-Dölau (Stausee)                   ;   50.625999;   12.175984;          273;Thüringen                               ;
       1764;Gremsdorf                               ;   49.695637;   10.834417;        272.5;Bayern                                  ;
       1765;Greußen                                 ;   51.225122;   10.939458;          163;Thüringen                               ;
       1766;Münster/Osnabrück                       ;    52.13437;    7.696854;         47.8;Nordrhein-Westfalen                     ;
       1767;Greven-Granzin                          ;   53.464865;   10.837238;           52;Mecklenburg-Vorpommern                  ;
       1768;Grevenbroich-Neurath                    ;   51.040129;    6.589613;           71;Nordrhein-Westfalen                     ;
       1769;Grevesmühlen                            ;   53.831209;   11.171278;           23;Mecklenburg-Vorpommern                  ;
       1770;Tangerhütte-Grieben                     ;   52.423322;    11.96596;           38;Sachsen-Anhalt                          ;
       1771;Griebenow-Kreutzmannshagen              ;   54.087012;   13.211047;           13;Mecklenburg-Vorpommern                  ;
       1772;Griebo                                  ;   51.882258;   12.505609;           74;Sachsen-Anhalt                          ;
       1773;Griesbach, Bad im Rottal-Kemading       ;   48.487951;   13.223673;          390;Bayern                                  ;
       1775;Tharandt-Grillenburg                    ;   50.951273;    13.50108;          384;Sachsen                                 ;
       1776;Grimma                                  ;   51.235434;   12.711992;          150;Sachsen                                 ;
       1777;Reuden                                  ;   52.059236;   12.319034;          114;Sachsen-Anhalt                          ;
       1779;Papenhagen-Hoikenhagen                  ;   54.141278;   13.006041;           18;Mecklenburg-Vorpommern                  ;
       1780;Burgstein-Grobau                        ;    50.43162;   11.944322;          570;Sachsen                                 ;
       1781;Gröben                                  ;   51.125141;   12.036795;          155;Sachsen-Anhalt                          ;
       1782;Gröben-Jütchendorf                      ;     52.2833;     13.1833;           37;Brandenburg                             ;
       1783;Gröbenzell                              ;   48.195771;   11.365541;          508;Bayern                                  ;
       1784;Wiedersdorf                             ;   51.469302;   12.122876;          123;Sachsen-Anhalt                          ;
       1785;Gröbzig                                 ;     51.6833;     11.8667;           78;Sachsen-Anhalt                          ;
       1786;Gröditz                                 ;   51.419472;   13.444286;           93;Sachsen                                 ;
       1787;Grömitz                                 ;       54.15;       10.95;           15;Schleswig-Holstein                      ;
       1788;Grönenbach-Thal                         ;     47.8794;   10.255201;          676;Bayern                                  ;
       1789;Gröningen                               ;   51.936384;   11.220232;           91;Sachsen-Anhalt                          ;
       1790;Grötsch                                 ;   51.794725;   14.506826;           64;Brandenburg                             ;
       1791;Gronau                                  ;   52.204258;    7.026031;           40;Nordrhein-Westfalen                     ;
       1792;Groß Berßen                             ;   52.755257;    7.481475;           27;Niedersachsen                           ;
       1793;Hecklingen-Groß Börnecke                ;    51.88055;   11.464968;          104;Sachsen-Anhalt                          ;
       1795;Groß Brütz                              ;       53.65;       11.25;           78;Mecklenburg-Vorpommern                  ;
       1796;Groß Dölln                              ;    52.99434;   13.524626;           58;Brandenburg                             ;
       1797;Groß Düben                              ;   51.565614;   14.568705;          133;Sachsen                                 ;
       1798;Groß Ippener                            ;   52.961013;    8.621493;           35;Niedersachsen                           ;
       1799;Groß Krankow-Käselow                    ;   53.847472;   11.327568;           50;Mecklenburg-Vorpommern                  ;
       1800;Groß Krankow-Klein Krankow              ;   53.811728;   11.314156;           45;Mecklenburg-Vorpommern                  ;
       1801;Groß Kreutz-Krielow                     ;   52.416907;   12.800607;           31;Brandenburg                             ;
       1802;Märkische Heide-Dollgen                 ;   52.021797;   14.044078;           50;Brandenburg                             ;
       1803;Groß Lüsewitz                           ;   54.071372;    12.32378;           34;Mecklenburg-Vorpommern                  ;
       1804;Bördeland-Kleinmühlingen (Steinbruch)   ;   51.941185;   11.763325;           57;Sachsen-Anhalt                          ;
       1805;Groß Neuendorf                          ;   52.704182;   14.398899;            8;Brandenburg                             ;
       1806;Bülow-Runow                             ;   53.592857;   11.829578;           55;Mecklenburg-Vorpommern                  ;
       1807;Groß Oesingen                           ;   52.646356;   10.434314;           73;Niedersachsen                           ;
       1808;Groß Quenstedt                          ;   51.928043;    11.11642;          100;Sachsen-Anhalt                          ;
       1809;Groß Rodensleben                        ;   52.120745;   11.391529;          125;Sachsen-Anhalt                          ;
       1810;Schorfheide-Groß Schönebeck             ;   52.909383;   13.537115;           56;Brandenburg                             ;
       1811;Groß Schwarzlosen                       ;   52.505481;   11.751812;           45;Sachsen-Anhalt                          ;
       1812;Groß Schwechten                         ;    52.68776;     11.8085;           39;Sachsen-Anhalt                          ;
       1813;Groß Wittensee                          ;   54.403194;    9.765426;           15;Schleswig-Holstein                      ;
       1814;Groß-Gerau-Wallerstädten                ;   49.905232;    8.445949;           87;Hessen                                  ;
       1815;Groß-Umstadt (Kläranlage)               ;   49.888644;    8.916757;          150;Hessen                                  ;
       1816;Großalmerode                            ;   51.260612;     9.79053;          390;Hessen                                  ;
       1817;Großalsleben                            ;   51.979238;   11.229402;           85;Sachsen-Anhalt                          ;
       1818;Großbeeren                              ;     52.3667;     13.3167;           40;Brandenburg                             ;
       1819;Sondershausen-Großberndten              ;   51.360605;   10.696493;          398;Thüringen                               ;
       1820;Großbockedra                            ;       50.85;     11.6667;          265;Thüringen                               ;
       1821;Dahlen-Großböhla                        ;   51.339025;   13.032241;          138;Sachsen                                 ;
       1822;Großbottwar                             ;   49.006168;    9.286727;          224;Baden-Württemberg                       ;
       1823;Großbreitenbach                         ;   50.580996;   11.004758;          668;Thüringen                               ;
       1824;Großefehn-Strackholt                    ;   53.369563;    7.640544;            8;Niedersachsen                           ;
       1825;Großen Luckow                           ;   53.668454;   12.520067;           18;Mecklenburg-Vorpommern                  ;
       1826;Großenberg                              ;   51.948931;    9.296398;          328;Niedersachsen                           ;
       1827;Großenbrode                             ;   54.372582;   11.082818;          2.5;Schleswig-Holstein                      ;
       1829;Großenkneten-Sage                       ;   52.943213;    8.210457;           38;Niedersachsen                           ;
       1830;Großenlüder-Kleinlüder                  ;   50.545493;    9.517479;          270;Hessen                                  ;
       1832;Großer Arber                            ;   49.112887;   13.133791;         1436;Bayern                                  ;
       1833;Grosser Falkenstein                     ;   49.085084;   13.280053;         1307;Bayern                                  ;
       1834;Grosser Inselsberg                      ;   50.851862;   10.466534;          913;Thüringen                               ;
       1835;Großfahner                              ;     51.0667;     10.8333;          200;Thüringen                               ;
       1836;Großgörschen                            ;   51.215132;   12.179872;          151;Sachsen-Anhalt                          ;
       1837;Großgrimma-Deumen                       ;   51.172036;   12.138779;          143;Sachsen-Anhalt                          ;
       1838;Großhabersdorf                          ;   49.406729;   10.795905;          326;Bayern                                  ;
       1839;Großharthau                             ;    51.11546;   14.108186;          283;Sachsen                                 ;
       1840;Großhartmannsdorf/Speicher              ;   50.812687;   13.342507;          490;Sachsen                                 ;
       1841;Großheide                               ;   53.592837;     7.34359;            4;Niedersachsen                           ;
       1842;Großheirath-Buchenrod                   ;   50.179142;   10.935574;          295;Bayern                                  ;
       1844;Feldkirchen-Westerham-Lenzmühle         ;    47.94114;    11.90044;          517;Bayern                                  ;
       1845;Großkochberg                            ;     50.7833;     11.3667;          360;Thüringen                               ;
       1846;Pilsting-Bäckermühle                    ;   48.677346;   12.620738;          344;Bayern                                  ;
       1847;Weißenfels-Wengelsdorf                  ;   51.274324;   12.051727;           92;Sachsen-Anhalt                          ;
       1848;Markranstädt-Großlehna                  ;   51.309021;   12.171771;          118;Sachsen                                 ;
       1849;Großmehring-Theißing                    ;   48.812602;   11.572802;          408;Bayern                                  ;
       1850;Großmonra                               ;     51.2167;        11.3;          201;Thüringen                               ;
       1851;Großostheim                             ;     49.9229;    9.090413;          110;Bayern                                  ;
       1852;Großpösna-Oberholz                      ;    51.25733;   12.514521;          162;Sachsen                                 ;
       1853;Großrinderfeld-Ilmspan                  ;   49.667056;    9.788829;          318;Baden-Württemberg                       ;
       1854;Großröhrsdorf-Kleinröhrsdorf            ;   51.120218;   13.979391;          263;Sachsen                                 ;
       1855;Großschönau                             ;        50.9;     14.6667;          310;Sachsen                                 ;
       1856;Großschwabhausen                        ;     50.9333;     11.4833;          320;Thüringen                               ;
       1857;Großwechsungen                          ;    51.49339;   10.691791;          195;Thüringen                               ;
       1858;Langensalza, Bad-Großwelsbach           ;   51.166227;   10.635405;          188;Thüringen                               ;
       1860;Grube                                   ;   54.227579;   11.033293;            2;Schleswig-Holstein                      ;
       1861;Grünbach                                ;    50.45272;   12.353761;          697;Sachsen                                 ;
       1863;Gründau-Breitenborn                     ;   50.266701;    9.185383;          258;Hessen                                  ;
       1864;Gründau-Haingründau                     ;       50.25;        9.15;          150;Hessen                                  ;
       1865;Grünefeld                               ;     52.6833;     12.9667;           37;Brandenburg                             ;
       1866;Grünewalde                              ;   51.506812;   13.715435;           95;Brandenburg                             ;
       1867;Grünhainichen                           ;   50.767691;   13.150536;          447;Sachsen                                 ;
       1868;Grünheide/Mark                          ;   52.426408;   13.838193;           35;Brandenburg                             ;
       1869;Grünow                                  ;   53.315357;   13.933856;         55.9;Brandenburg                             ;
       1870;Grünstadt                               ;   49.566492;     8.17797;          160;Rheinland-Pfalz                         ;
       1871;Gruibingen                              ;   48.591217;     9.64668;          564;Baden-Württemberg                       ;
       1872;Grumbach                                ;   51.018166;    13.55747;          290;Sachsen                                 ;
       1875;Gschwend, Kr. Ostalb                    ;   48.935378;    9.736363;          492;Baden-Württemberg                       ;
       1876;Guben                                   ;   51.947207;   14.692008;           49;Brandenburg                             ;
       1877;Gudensberg                              ;   51.173419;    9.359417;          220;Hessen                                  ;
       1878;Gülitz                                  ;   53.202103;   11.968164;           60;Brandenburg                             ;
       1879;Günsdorf                                ;     50.6669;   12.854782;          549;Sachsen                                 ;
       1880;Kyffhäuserland-Günserode                ;   51.297792;   11.053576;          243;Thüringen                               ;
       1881;Günstedt                                ;     51.2167;     11.0833;          140;Thüringen                               ;
       1882;Güntersberge                            ;   51.646398;   10.981028;          420;Sachsen-Anhalt                          ;
       1883;Güntersberge (Gut Bärenrode)            ;   51.665072;   10.997542;          444;Sachsen-Anhalt                          ;
       1884;Güntersberge-Friedrichshöhe             ;   51.634475;   10.933952;          475;Sachsen-Anhalt                          ;
       1885;Harzgerode-Güntersberge                 ;   51.646287;   10.981042;          420;Sachsen-Anhalt                          ;
       1886;Günzburg                                ;   48.487813;   10.260783;        443.5;Bayern                                  ;
       1887;Güssefeld                               ;   52.717754;   11.375766;           45;Sachsen-Anhalt                          ;
       1888;Parum                                   ;   53.811914;   12.113984;           10;Mecklenburg-Vorpommern                  ;
       1889;Güstrow-Kluess                          ;   53.777339;   12.245108;           15;Mecklenburg-Vorpommern                  ;
       1891;Rheda-Wiedenbrück-Lintel                ;   51.877017;    8.357671;         72.5;Nordrhein-Westfalen                     ;
       1893;Gütersloh (Wasserwerk)                  ;        51.9;      8.3667;           76;Nordrhein-Westfalen                     ;
       1894;Gützkow                                 ;    53.94313;    13.40382;           15;Mecklenburg-Vorpommern                  ;
       1895;Gummersbach                             ;   51.022958;    7.587168;          250;Nordrhein-Westfalen                     ;
       1897;Gummersbach-Wegescheid                  ;   51.047329;    7.501676;          315;Nordrhein-Westfalen                     ;
       1898;Gundelfingen/Donau-Peterswörth          ;   48.530727;   10.369577;          432;Bayern                                  ;
       1899;Gundelsheim                             ;   49.285849;    9.166246;          170;Baden-Württemberg                       ;
       1900;Vilsheim-Münchsdorf                     ;   48.452242;   12.154864;          450;Bayern                                  ;
       1901;Gunzenhausen                            ;       49.12;       10.76;          422;Bayern                                  ;
       1903;Gusterath                               ;   49.697783;    6.718196;          290;Rheinland-Pfalz                         ;
       1904;Gutach im Breisgau-Bleibach             ;   48.122165;    8.008016;          302;Baden-Württemberg                       ;
       1905;Guteneck-Weidenthal                     ;   49.469232;   12.285189;          500;Bayern                                  ;
       1906;Gutenzell                               ;     48.1167;          10;          550;Baden-Württemberg                       ;
       1907;Guxhagen-Albshausen                     ;   51.204814;     9.51367;          279;Hessen                                  ;
       1908;Guxhagen-Breitenau                      ;        51.2;      9.4833;          156;Hessen                                  ;
       1909;Haag, Kreis Mühldorf                    ;   48.153008;   12.170449;        529.5;Bayern                                  ;
       1910;Putzbrunn-Solalinden                    ;   48.091605;   11.706988;          547;Bayern                                  ;
       1911;Habinghorst (Pumpwerk)                  ;     51.5833;      7.3167;           56;Nordrhein-Westfalen                     ;
       1912;Hadamar                                 ;   50.450499;    8.051297;          160;Hessen                                  ;
       1913;Hadmersleben                            ;   51.989237;   11.300791;           87;Sachsen-Anhalt                          ;
       1914;Häfeliswald                             ;       47.75;     10.1167;          768;Bayern                                  ;
       1915;Hähnichen                               ;    51.35904;   14.860867;          155;Sachsen                                 ;
       1916;Hämelerwald                             ;       52.35;        10.1;           68;Niedersachsen                           ;
       1917;Wildenfels-Härtensdorf                  ;   50.674597;   12.611718;          355;Sachsen                                 ;
       1918;Hagen (Hasper Talsperre)                ;   51.297601;    7.413588;          291;Nordrhein-Westfalen                     ;
       1919;Bramstedt-Hagen                         ;   53.384064;    8.632287;            3;Niedersachsen                           ;
       1920;Hagen-Fley                              ;   51.412887;    7.489477;          100;Nordrhein-Westfalen                     ;
       1921;Hagen-Rummenohl                         ;   51.272004;     7.53447;          205;Nordrhein-Westfalen                     ;
       1923;Hagen-Wehringhausen                     ;   51.352894;    7.448883;          113;Nordrhein-Westfalen                     ;
       1926;Hagenow                                 ;   53.433771;   11.176685;           30;Mecklenburg-Vorpommern                  ;
       1927;Hahausen                                ;   51.949518;   10.213803;        206.6;Niedersachsen                           ;
       1928;Hahnbach                                ;   49.533621;   11.801858;          385;Bayern                                  ;
       1930;Haibach/Niederbayern-Recksberg          ;   49.034285;   12.708736;          432;Bayern                                  ;
       1933;Haidmühle-Bischofsreut                  ;   48.847867;   13.727068;         1015;Bayern                                  ;
       1934;Haiger                                  ;    50.74299;     8.22611;          255;Hessen                                  ;
       1935;Haiger-Dillbrecht                       ;   50.809058;    8.203272;          340;Hessen                                  ;
       1936;Haiger-Langenaubach                     ;   50.716269;    8.180776;          392;Hessen                                  ;
       1937;Haigerloch-Weildorf                     ;   48.370496;    8.766619;          524;Baden-Württemberg                       ;
       1938;Haimhausen-Ottershausen                 ;   48.302829;   11.531807;          464;Bayern                                  ;
       1939;Haiming                                 ;    48.21158;   12.882327;          363;Bayern                                  ;
       1940;Haina (Kloster)                         ;     51.0333;      8.9833;          340;Hessen                                  ;
       1941;Haina (Kloster)-Löhlbach                ;     51.0667;      8.9833;          495;Hessen                                  ;
       1942;Hainsberg                               ;        50.7;        12.1;          355;Thüringen                               ;
       1943;Megesheim                               ;   48.929283;   10.672929;          438;Bayern                                  ;
       1944;Haiterbach                              ;    48.52762;    8.652622;          528;Baden-Württemberg                       ;
       1945;Börde-Hakel-Hakeborn                    ;   51.914647;   11.361545;          116;Sachsen-Anhalt                          ;
       1946;Hakenberg                               ;   52.786358;   12.854136;           36;Brandenburg                             ;
       1947;Hakenstedt                              ;        52.2;     11.2667;          128;Sachsen-Anhalt                          ;
       1948;Halbendorf/Spree                        ;   51.297468;   14.554766;          142;Sachsen                                 ;
