Stations_id,Stationsname,geogr. Breite,geogr. Laenge,Stationshoehe,Bundesland
6219,Dollnstein-Breitenfurt                  ,   48.876791,   11.104268,394,Bayern                                  
6258,Friedrichshafen-Unterraderach           ,   47.684486,    9.440903,461,Baden-Württemberg                       
6259,Großerlach-Mannenweiler                 ,   49.021043,    9.603252,        523.5,Baden-Württemberg                       
6260,Ingelfingen-Stachenhausen               ,    49.33275,    9.704008,385,Baden-Württemberg                       
6262,Schwäbisch Gmünd-Weiler                 ,   48.769466,    9.873745,412,Baden-Württemberg                       
6263,Singen                                  ,   47.773774,    8.821937,445,Baden-Württemberg                       
6264,Brilon-Thülen                           ,   51.413998,    8.649983,457,Nordrhein-Westfalen                     
6265,Wusterwitz                              ,   52.361279,   12.386733,36,Brandenburg                             
6266,Huy-Pabstorf                            ,   52.030421,   10.962603,112,Sachsen-Anhalt                          
6272,Moorgrund Gräfen-Nitzendorf             ,   50.842611,   10.251823,283,Thüringen                               
6273,Demker                                  ,   52.507485,   11.855089,36,Sachsen-Anhalt                          
6275,Notzingen                               ,   48.670482,    9.462662,325,Baden-Württemberg                       
6304,Pilsach-Litzlohe                        ,    49.35334,   11.505303,550,Bayern                                  
6305,Mühlhausen/Thüringen-Görmar             ,   51.206117,   10.497829,193,Thüringen                               
6310,Karlshagen                              ,   54.104896,   13.823906,1,Mecklenburg-Vorpommern                  
6312,Markt Erlbach-Mosbach                   ,   49.531414,   10.641826,362,Bayern                                  
6314,Nossen                                  ,   51.050698,   13.300254,306,Sachsen                                 
6336,Lohr/Main-Halsbach                      ,     50.0132,    9.654033,288,Bayern                                  
6337,Lüdinghausen-Brochtrup                  ,   51.766342,    7.519387,59,Nordrhein-Westfalen                     
6344,Runkel-Ennerich                         ,   50.393972,    8.142276,168,Hessen                                  
6346,Maisach-Galgen                          ,   48.206984,   11.203508,531,Bayern                                  
6347,Schonungen-Mainberg                     ,    50.05794,   10.297205,305,Bayern                                  
7075,Elsendorf-Horneck                       ,   48.701956,   11.849253,        428.5,Bayern                                  
7099,Liebenburg-Othfresen                    ,   52.011142,   10.396557,187,Niedersachsen                           
7105,Siegsdorf-Höll                          ,   47.835009,   12.654781,        718.5,Bayern                                  
7106,Bielefeld-Deppendorf                    ,   52.071449,    8.456493,105,Nordrhein-Westfalen                     
7135,Aulendorf-Haslach                       ,   47.965473,    9.680409,565,Baden-Württemberg                       
7187,Freudenberg/Main-Boxtal                 ,   49.763628,    9.406294,        193.5,Baden-Württemberg                       
7244,Neuglobsow (HM)                         ,   53.142418,   13.031899,62,Brandenburg                             
7298,Hattstedt                               ,   54.526755,    9.042461,5,Schleswig-Holstein                      
7319,Donauwörth-Osterweiler                  ,   48.737412,   10.739322,435,Bayern                                  
7321,Olbersleben                             ,   51.150665,   11.332074,160,Thüringen                               
7329,Treuen                                  ,     50.5467,     12.2863,465,Sachsen                                 
7330,Arnsberg-Neheim                         ,    51.46332,     7.97797,159,Nordrhein-Westfalen                     
7331,Hermaringen-Allewind                    ,   48.609888,   10.267397,        466.5,Baden-Württemberg                       
7341,Offenbach-Wetterpark                    ,    50.08995,    8.786165,        118.6,Hessen                                  
7350,Prackenbach-Neuhäusl                    ,   49.108809,   12.823114,585,Bayern                                  
7351,Feldberg/Mecklenburg                    ,   53.317622,   13.417485,        115.5,Mecklenburg-Vorpommern                  
7364,Jeßnitz                                 ,   51.681752,   12.305347,         73.5,Sachsen-Anhalt                          
7367,Alfeld                                  ,   51.964331,     9.80717,        143.7,Niedersachsen                           
7368,Eisenach                                ,   51.000736,    10.36211,        311.9,Thüringen                               
7369,Feuchtwangen-Heilbronn                  ,   49.162297,   10.366126,        475.1,Bayern                                  
7370,Waldmünchen                             ,   49.390952,   12.683802,        498.9,Bayern                                  
7374,Ahaus                                   ,     52.0813,    6.940893,         45.5,Nordrhein-Westfalen                     
7389,Heckelberg                              ,   52.746142,   13.842702,82,Brandenburg                             
7393,Hoyerswerda                             ,   51.449238,    14.25327,116,Sachsen                                 
7394,Wunsiedel-Schönbrunn                    ,   50.031507,   11.974501,        622.3,Bayern                                  
7395,Gottfrieding                            ,   48.659461,   12.538816,        350.5,Bayern                                  
7396,Hoherodskopf/Vogelsberg                 ,   50.508396,    9.224634,        739.8,Hessen                                  
7403,Leutkirch-Herlazhofen                   ,   47.795529,   10.032457,        671.7,Baden-Württemberg                       
7410,Neu-Ulrichstein                         ,   50.751337,    9.022428,350,Hessen                                  
7412,Neuhütten/Spessart                      ,   50.008293,    9.423765,        339.5,Bayern                                  
7419,Langenwetzendorf-Göttendorf             ,   50.661008,   12.075595,        388.5,Thüringen                               
7420,Naumburg/Saale-Kreipitzsch              ,    51.10439,   11.711157,246,Sachsen-Anhalt                          
7424,Piding                                  ,    47.77239,   12.907282,        456.5,Bayern                                  
7427,Padenstedt (Pony-Park)                  ,   54.018844,    9.925507,         16.5,Schleswig-Holstein                      
7428,Veilsdorf                               ,    50.41672,   10.815607,397,Thüringen                               
7431,Oberhaching-Laufzorn                    ,   48.013027,   11.552433,        603.5,Bayern                                  
7432,Wittingen-Vorhop                        ,   52.642293,   10.662715,         71.5,Niedersachsen                           
13670,Duisburg-Baerl                          ,   51.508794,    6.701773,24,Nordrhein-Westfalen                     
13674,Waibstadt                               ,   49.294262,    8.905286,        236.6,Baden-Württemberg                       
13675,Hameln-Hastenbeck                       ,   52.081826,    9.407661,77,Niedersachsen                           
13696,Waltrop-Abdinghof                       ,   51.596642,    7.404843,60,Nordrhein-Westfalen                     
13700,Gevelsberg-Oberbröking                  ,   51.332887,    7.341174,203,Nordrhein-Westfalen                     
13710,Landshut-Reithof                        ,    48.57337,   12.257556,490,Bayern                                  
13711,Krölpa-Rockendorf                       ,   50.681954,   11.515024,289,Thüringen                               
13713,Meinerzhagen-Redlendorf                 ,   51.089851,    7.628924,386,Nordrhein-Westfalen                     
13776,Hildesheim-Drispenstedt                 ,   52.178908,    9.952395,85,Niedersachsen                           
13777,Helmstedt-Emmerstedt                    ,   52.246667,   10.959196,110,Niedersachsen                           
14138,Falkenberg (Grenzschichtmessfeld)       ,    52.16554,   14.122356,73,Brandenburg                             
14311,Hersdorf-Weißenseifen                   ,   50.149979,    6.552789,530,Rheinland-Pfalz                         
15000,Aachen-Orsbach                          ,   50.798281,     6.02439,231,Nordrhein-Westfalen                     
15207,Schauenburg-Elgershausen                ,   51.283452,    9.358959,317,Hessen                                  
15444,Ulm-Mähringen                           ,   48.441768,    9.921613,        592.6,Baden-Württemberg                       
15555,Kaufbeuren-Oberbeuren                   ,   47.876124,   10.584889,815,Bayern                                  
15926,Fronberg (Schwandorf)                   ,      49.341,      12.133,370,Bayern                                  
15951,Pirmasens (Kläranlage)                  ,   49.212068,    7.588248,280,Rheinland-Pfalz                         
15963,St. Tönis                               ,     51.3258,      6.5089,40,Nordrhein-Westfalen                     
15979,Sargenroth                              ,   49.931057,    7.515279,426,Rheinland-Pfalz                         
16085,Leherheide                              ,    53.58738,     8.60106,8,Bremen                                  
19087,Freyung vorm Wald                       ,   48.804879,   13.552775,645,Bayern                                  
19171,Hasenkrug-Hardebek                      ,   54.003766,    9.855267,13,Schleswig-Holstein                      
19172,Wacken                                  ,     54.0246,    9.387966,48,Schleswig-Holstein                      
